client_id,month,logins,feature_usage_score,support_tickets
C0123,2026-03-01,42,0.395,5
C0123,2026-04-01,28,0.26,0
C0123,2026-05-01,22,0.206,1
C0123,2026-06-01,14,0.136,3
C0124,2026-01-01,35,0.607,6
C0124,2026-02-01,33,0.578,2
C0124,2026-03-01,26,0.454,2
C0124,2026-04-01,20,0.351,2
C0124,2026-05-01,13,0.233,3
C0124,2026-06-01,9,0.16,3
C0125,2026-01-01,55,0.473,2
C0125,2026-02-01,67,0.57,0
C0125,2026-03-01,67,0.571,0
C0125,2026-04-01,55,0.469,1
C0125,2026-05-01,62,0.53,0
C0125,2026-06-01,58,0.499,2
C0126,2026-01-01,48,0.75,1
C0126,2026-02-01,47,0.739,0
C0126,2026-03-01,55,0.859,0
C0126,2026-04-01,48,0.759,1
C0126,2026-05-01,57,0.894,1
C0126,2026-06-01,46,0.72,0
C0127,2026-01-01,52,0.529,1
C0127,2026-02-01,35,0.357,1
C0127,2026-03-01,36,0.366,6
C0127,2026-04-01,30,0.305,6
C0127,2026-05-01,17,0.179,1
C0127,2026-06-01,13,0.133,5
C0128,2026-01-01,65,0.48,3
C0128,2026-02-01,64,0.473,0
C0128,2026-03-01,62,0.457,1
C0128,2026-04-01,52,0.388,0
C0128,2026-05-01,55,0.409,1
C0128,2026-06-01,54,0.402,0
C0129,2026-01-01,26,0.823,3
C0129,2026-02-01,17,0.562,0
C0129,2026-03-01,19,0.608,2
C0129,2026-04-01,13,0.414,2
C0129,2026-05-01,9,0.294,2
C0129,2026-06-01,6,0.19,1
C0130,2026-01-01,50,0.524,2
C0130,2026-02-01,57,0.591,4
C0130,2026-03-01,43,0.452,4
C0130,2026-04-01,35,0.366,4
C0130,2026-05-01,24,0.251,3
C0130,2026-06-01,16,0.171,2
C0131,2026-01-01,21,0.822,2
C0131,2026-02-01,17,0.638,0
C0131,2026-03-01,15,0.573,2
C0131,2026-04-01,9,0.372,4
C0131,2026-05-01,9,0.359,2
C0131,2026-06-01,5,0.207,6
C0132,2026-01-01,37,0.839,2
C0132,2026-02-01,37,0.818,2
C0132,2026-03-01,24,0.545,0
C0132,2026-04-01,19,0.427,0
C0132,2026-05-01,14,0.324,5
C0132,2026-06-01,10,0.237,3
C0133,2026-01-01,51,0.706,3
C0133,2026-02-01,41,0.577,0
C0133,2026-03-01,33,0.467,2
C0133,2026-04-01,29,0.411,2
C0133,2026-05-01,20,0.283,2
C0133,2026-06-01,12,0.173,1
C0134,2026-01-01,36,0.894,0
C0134,2026-02-01,34,0.844,2
C0134,2026-03-01,41,1.0,2
C0134,2026-04-01,32,0.787,0
C0134,2026-05-01,40,0.988,0
C0134,2026-06-01,39,0.961,0
C0135,2026-01-01,36,0.548,2
C0135,2026-02-01,33,0.507,0
C0135,2026-03-01,36,0.553,4
C0135,2026-04-01,36,0.552,1
C0135,2026-05-01,36,0.546,0
C0135,2026-06-01,39,0.589,1
C0136,2026-01-01,30,0.374,0
C0136,2026-02-01,37,0.461,2
C0136,2026-03-01,29,0.371,0
C0136,2026-04-01,33,0.413,0
C0136,2026-05-01,30,0.383,1
C0136,2026-06-01,38,0.473,2
C0137,2026-01-01,30,0.668,1
C0137,2026-02-01,28,0.625,0
C0137,2026-03-01,29,0.643,3
C0137,2026-04-01,29,0.651,1
C0137,2026-05-01,32,0.717,2
C0137,2026-06-01,31,0.684,0
C0138,2026-01-01,25,0.706,1
C0138,2026-02-01,22,0.619,0
C0138,2026-03-01,26,0.745,0
C0138,2026-04-01,23,0.655,3
C0138,2026-05-01,26,0.74,2
C0138,2026-06-01,25,0.696,0
C0139,2026-01-01,56,0.474,0
C0139,2026-02-01,63,0.538,2
C0139,2026-03-01,65,0.552,0
C0139,2026-04-01,61,0.519,1
C0139,2026-05-01,65,0.553,2
C0139,2026-06-01,60,0.513,0
C0140,2026-01-01,37,0.556,2
C0140,2026-02-01,35,0.523,1
C0140,2026-03-01,42,0.624,1
C0140,2026-04-01,38,0.568,1
C0140,2026-05-01,39,0.586,1
C0140,2026-06-01,39,0.579,0
C0141,2026-01-01,47,0.527,0
C0141,2026-02-01,51,0.57,1
C0141,2026-03-01,53,0.589,0
C0141,2026-04-01,48,0.538,0
C0141,2026-05-01,56,0.627,3
C0141,2026-06-01,58,0.65,1
C0142,2026-01-01,56,0.731,2
C0142,2026-02-01,43,0.558,1
C0142,2026-03-01,34,0.448,2
C0142,2026-04-01,26,0.338,2
C0142,2026-05-01,20,0.267,2
C0142,2026-06-01,12,0.155,3
C0143,2026-01-01,34,0.543,0
C0143,2026-02-01,37,0.588,0
C0143,2026-03-01,35,0.552,0
C0143,2026-04-01,40,0.634,2
C0143,2026-05-01,41,0.644,1
C0143,2026-06-01,40,0.636,0
C0144,2026-01-01,25,0.675,1
C0144,2026-02-01,23,0.604,0
C0144,2026-03-01,24,0.64,0
C0144,2026-04-01,25,0.667,0
C0144,2026-05-01,22,0.587,1
C0144,2026-06-01,24,0.649,1
C0145,2026-01-01,13,0.584,1
C0145,2026-02-01,14,0.62,0
C0145,2026-03-01,15,0.654,2
C0145,2026-04-01,15,0.672,0
C0145,2026-05-01,14,0.625,0
C0145,2026-06-01,14,0.641,0
C0146,2026-01-01,59,0.817,2
C0146,2026-02-01,44,0.61,4
C0146,2026-03-01,36,0.493,0
C0146,2026-04-01,35,0.486,2
C0146,2026-05-01,22,0.308,3
C0146,2026-06-01,13,0.191,0
C0147,2026-01-01,53,0.59,1
C0147,2026-02-01,49,0.555,2
C0147,2026-03-01,53,0.589,0
C0147,2026-04-01,48,0.544,0
C0147,2026-05-01,49,0.546,3
C0147,2026-06-01,50,0.556,0
C0148,2026-01-01,35,0.864,3
C0148,2026-02-01,30,0.756,1
C0148,2026-03-01,35,0.864,1
C0148,2026-04-01,27,0.679,0
C0148,2026-05-01,34,0.839,1
C0148,2026-06-01,32,0.799,1
C0149,2026-01-01,46,0.496,2
C0149,2026-02-01,38,0.412,2
C0149,2026-03-01,27,0.297,0
C0149,2026-04-01,26,0.285,1
C0149,2026-05-01,16,0.178,3
C0149,2026-06-01,10,0.108,2
C0150,2026-01-01,22,0.711,1
C0150,2026-02-01,21,0.671,1
C0150,2026-03-01,18,0.571,1
C0150,2026-04-01,21,0.677,0
C0150,2026-05-01,20,0.636,2
C0150,2026-06-01,19,0.592,0
C0151,2026-01-01,58,0.69,1
C0151,2026-02-01,52,0.62,1
C0151,2026-03-01,45,0.536,4
C0151,2026-04-01,36,0.424,6
C0151,2026-05-01,26,0.308,4
C0151,2026-06-01,15,0.18,4
C0152,2026-01-01,49,0.547,4
C0152,2026-02-01,39,0.435,3
C0152,2026-03-01,36,0.402,3
C0152,2026-04-01,25,0.279,3
C0152,2026-05-01,18,0.201,2
C0152,2026-06-01,13,0.15,2
C0153,2026-01-01,51,0.719,3
C0153,2026-02-01,52,0.738,1
C0153,2026-03-01,39,0.55,0
C0153,2026-04-01,27,0.385,4
C0153,2026-05-01,21,0.301,1
C0153,2026-06-01,15,0.211,1
C0154,2026-01-01,54,0.77,1
C0154,2026-02-01,62,0.886,0
C0154,2026-03-01,64,0.915,0
C0154,2026-04-01,63,0.898,2
C0154,2026-05-01,62,0.877,2
C0154,2026-06-01,58,0.83,0
C0155,2026-01-01,52,0.744,3
C0155,2026-02-01,41,0.586,3
C0155,2026-03-01,31,0.437,7
C0155,2026-04-01,30,0.429,3
C0155,2026-05-01,22,0.31,1
C0155,2026-06-01,12,0.174,0
C0156,2026-01-01,35,0.832,3
C0156,2026-02-01,26,0.627,1
C0156,2026-03-01,22,0.521,2
C0156,2026-04-01,18,0.421,1
C0156,2026-05-01,14,0.332,2
C0156,2026-06-01,8,0.206,1
C0157,2026-01-01,19,0.756,0
C0157,2026-02-01,20,0.803,0
C0157,2026-03-01,19,0.733,0
C0157,2026-04-01,17,0.665,2
C0157,2026-05-01,20,0.773,0
C0157,2026-06-01,18,0.701,0
C0158,2026-01-01,41,0.811,1
C0158,2026-02-01,39,0.769,1
C0158,2026-03-01,39,0.76,1
C0158,2026-04-01,42,0.824,2
C0158,2026-05-01,37,0.722,0
C0158,2026-06-01,46,0.898,1
C0159,2026-01-01,38,0.914,0
C0159,2026-02-01,31,0.732,0
C0159,2026-03-01,37,0.879,1
C0159,2026-04-01,39,0.933,0
C0159,2026-05-01,30,0.724,1
C0159,2026-06-01,40,0.956,1
C0160,2026-01-01,21,0.528,0
C0160,2026-02-01,28,0.706,1
C0160,2026-03-01,22,0.565,1
C0160,2026-04-01,26,0.656,1
C0160,2026-05-01,22,0.552,0
C0160,2026-06-01,26,0.649,0
C0161,2026-01-01,27,0.932,6
C0161,2026-02-01,18,0.625,2
C0161,2026-03-01,16,0.562,3
C0161,2026-04-01,12,0.403,3
C0161,2026-05-01,10,0.351,0
C0161,2026-06-01,6,0.219,4
C0162,2026-01-01,16,0.563,1
C0162,2026-02-01,19,0.634,0
C0162,2026-03-01,16,0.55,1
C0162,2026-04-01,18,0.626,2
C0162,2026-05-01,19,0.635,0
C0162,2026-06-01,15,0.509,0
C0163,2026-01-01,46,0.451,0
C0163,2026-02-01,45,0.442,0
C0163,2026-03-01,44,0.432,0
C0163,2026-04-01,38,0.374,1
C0163,2026-05-01,42,0.418,2
C0163,2026-06-01,39,0.389,0
C0164,2026-01-01,41,0.742,1
C0164,2026-02-01,38,0.686,0
C0164,2026-03-01,36,0.655,2
C0164,2026-04-01,45,0.816,0
C0164,2026-05-01,37,0.658,1
C0164,2026-06-01,40,0.717,3
C0165,2026-01-01,36,0.507,2
C0165,2026-02-01,31,0.429,2
C0165,2026-03-01,21,0.292,8
C0165,2026-04-01,21,0.296,1
C0165,2026-05-01,12,0.167,2
C0165,2026-06-01,8,0.118,1
C0166,2026-01-01,13,0.634,0
C0166,2026-02-01,14,0.674,0
C0166,2026-03-01,13,0.644,2
C0166,2026-04-01,16,0.758,0
C0166,2026-05-01,16,0.794,1
C0166,2026-06-01,15,0.73,2
C0167,2026-01-01,37,0.727,0
C0167,2026-02-01,37,0.73,1
C0167,2026-03-01,46,0.893,2
C0167,2026-04-01,44,0.852,0
C0167,2026-05-01,41,0.801,0
C0167,2026-06-01,48,0.945,1
C0168,2026-01-01,32,0.735,4
C0168,2026-02-01,31,0.706,2
C0168,2026-03-01,22,0.515,3
C0168,2026-04-01,19,0.451,1
C0168,2026-05-01,14,0.339,3
C0168,2026-06-01,8,0.186,4
C0169,2026-01-01,65,0.456,4
C0169,2026-02-01,65,0.46,1
C0169,2026-03-01,53,0.377,0
C0169,2026-04-01,60,0.427,1
C0169,2026-05-01,53,0.375,4
C0169,2026-06-01,57,0.4,0
C0170,2026-01-01,62,0.478,0
C0170,2026-02-01,63,0.486,0
C0170,2026-03-01,55,0.427,0
C0170,2026-04-01,49,0.378,0
C0170,2026-05-01,55,0.427,1
C0170,2026-06-01,57,0.439,0
C0171,2026-01-01,40,0.721,2
C0171,2026-02-01,39,0.688,3
C0171,2026-03-01,31,0.559,6
C0171,2026-04-01,25,0.449,5
C0171,2026-05-01,21,0.372,5
C0171,2026-06-01,11,0.206,6
C0172,2026-01-01,52,0.8,3
C0172,2026-02-01,47,0.716,2
C0172,2026-03-01,37,0.561,4
C0172,2026-04-01,23,0.349,2
C0172,2026-05-01,17,0.258,4
C0172,2026-06-01,11,0.172,0
C0173,2026-01-01,19,0.977,7
C0173,2026-02-01,14,0.71,1
C0173,2026-03-01,11,0.564,4
C0173,2026-04-01,9,0.504,1
C0173,2026-05-01,7,0.372,0
C0173,2026-06-01,4,0.21,1
C0174,2026-01-01,40,0.446,4
C0174,2026-02-01,35,0.388,4
C0174,2026-03-01,26,0.288,2
C0174,2026-04-01,20,0.229,5
C0174,2026-05-01,16,0.177,1
C0174,2026-06-01,9,0.1,4
C0175,2026-01-01,23,0.646,0
C0175,2026-02-01,24,0.695,0
C0175,2026-03-01,26,0.735,0
C0175,2026-04-01,25,0.704,0
C0175,2026-05-01,20,0.581,1
C0175,2026-06-01,25,0.708,0
C0176,2026-01-01,26,0.376,1
C0176,2026-02-01,24,0.357,5
C0176,2026-03-01,20,0.296,2
C0176,2026-04-01,17,0.244,1
C0176,2026-05-01,11,0.162,2
C0176,2026-06-01,8,0.115,2
C0177,2026-01-01,27,0.488,0
C0177,2026-02-01,27,0.488,1
C0177,2026-03-01,23,0.413,0
C0177,2026-04-01,29,0.522,1
C0177,2026-05-01,26,0.463,2
C0177,2026-06-01,28,0.499,1
C0178,2026-01-01,27,0.429,0
C0178,2026-02-01,33,0.524,1
C0178,2026-03-01,28,0.45,1
C0178,2026-04-01,34,0.54,1
C0178,2026-05-01,33,0.523,1
C0178,2026-06-01,26,0.415,0
C0179,2026-01-01,36,0.466,1
C0179,2026-02-01,44,0.57,1
C0179,2026-03-01,42,0.548,2
C0179,2026-04-01,36,0.468,2
C0179,2026-05-01,41,0.529,1
C0179,2026-06-01,40,0.513,0
C0180,2026-01-01,41,0.747,4
C0180,2026-02-01,35,0.633,3
C0180,2026-03-01,34,0.628,2
C0180,2026-04-01,28,0.51,2
C0180,2026-05-01,19,0.349,4
C0180,2026-06-01,10,0.183,3
C0181,2026-01-01,52,0.444,1
C0181,2026-02-01,40,0.343,0
C0181,2026-03-01,40,0.347,0
C0181,2026-04-01,45,0.385,0
C0181,2026-05-01,52,0.452,1
C0181,2026-06-01,42,0.363,3
C0182,2026-01-01,19,0.76,3
C0182,2026-02-01,15,0.616,3
C0182,2026-03-01,11,0.462,2
C0182,2026-04-01,8,0.352,2
C0182,2026-05-01,6,0.264,0
C0182,2026-06-01,4,0.18,4
C0183,2026-01-01,32,0.83,1
C0183,2026-02-01,28,0.72,0
C0183,2026-03-01,33,0.855,1
C0183,2026-04-01,27,0.704,0
C0183,2026-05-01,29,0.745,0
C0183,2026-06-01,32,0.817,0
C0184,2026-01-01,14,0.764,0
C0184,2026-02-01,16,0.868,1
C0184,2026-03-01,15,0.82,1
C0184,2026-04-01,18,0.968,0
C0184,2026-05-01,16,0.832,1
C0184,2026-06-01,17,0.891,3
C0185,2026-01-01,14,0.548,2
C0185,2026-02-01,13,0.539,1
C0185,2026-03-01,11,0.439,4
C0185,2026-04-01,7,0.297,0
C0185,2026-05-01,5,0.225,0
C0185,2026-06-01,4,0.167,3
C0186,2026-01-01,27,0.777,0
C0186,2026-02-01,29,0.834,0
C0186,2026-03-01,24,0.686,0
C0186,2026-04-01,30,0.866,0
C0186,2026-05-01,23,0.657,1
C0186,2026-06-01,27,0.776,1
C0187,2026-01-01,61,0.913,0
C0187,2026-02-01,62,0.931,0
C0187,2026-03-01,46,0.697,1
C0187,2026-04-01,57,0.858,1
C0187,2026-05-01,60,0.906,1
C0187,2026-06-01,58,0.876,1
C0188,2026-01-01,24,0.575,1
C0188,2026-02-01,20,0.491,0
C0188,2026-03-01,23,0.572,0
C0188,2026-04-01,23,0.574,1
C0188,2026-05-01,18,0.449,1
C0188,2026-06-01,19,0.469,0
C0189,2026-01-01,19,0.963,0
C0189,2026-02-01,17,0.866,3
C0189,2026-03-01,18,0.912,1
C0189,2026-04-01,16,0.828,0
C0189,2026-05-01,19,0.983,4
C0189,2026-06-01,14,0.753,0
C0190,2026-01-01,21,0.68,1
C0190,2026-02-01,17,0.537,5
C0190,2026-03-01,15,0.469,0
C0190,2026-04-01,10,0.312,2
C0190,2026-05-01,8,0.274,3
C0190,2026-06-01,4,0.145,1
C0191,2026-01-01,31,0.501,1
C0191,2026-02-01,30,0.492,3
C0191,2026-03-01,24,0.394,2
C0191,2026-04-01,19,0.312,7
C0191,2026-05-01,12,0.201,0
C0191,2026-06-01,7,0.124,2
C0192,2026-01-01,16,0.777,0
C0192,2026-02-01,20,0.942,3
C0192,2026-03-01,16,0.77,1
C0192,2026-04-01,16,0.769,0
C0192,2026-05-01,18,0.859,0
C0192,2026-06-01,17,0.823,0
C0193,2026-01-01,25,0.761,0
C0193,2026-02-01,20,0.609,1
C0193,2026-03-01,20,0.63,1
C0193,2026-04-01,20,0.621,0
C0193,2026-05-01,19,0.592,1
C0193,2026-06-01,19,0.599,1
C0194,2026-01-01,61,0.586,0
C0194,2026-02-01,59,0.569,0
C0194,2026-03-01,53,0.505,2
C0194,2026-04-01,64,0.611,3
C0194,2026-05-01,51,0.494,1
C0194,2026-06-01,61,0.587,1
C0195,2026-01-01,31,0.517,1
C0195,2026-02-01,29,0.478,2
C0195,2026-03-01,28,0.459,2
C0195,2026-04-01,18,0.297,2
C0195,2026-05-01,16,0.272,2
C0195,2026-06-01,10,0.165,2
C0196,2026-01-01,46,0.716,0
C0196,2026-02-01,49,0.765,1
C0196,2026-03-01,54,0.845,3
C0196,2026-04-01,44,0.69,1
C0196,2026-05-01,42,0.661,0
C0196,2026-06-01,54,0.851,0
C0197,2026-01-01,31,0.511,0
C0197,2026-02-01,27,0.448,1
C0197,2026-03-01,30,0.484,0
C0197,2026-04-01,30,0.486,1
C0197,2026-05-01,29,0.477,1
C0197,2026-06-01,26,0.432,2
C0198,2026-01-01,16,0.357,0
C0198,2026-02-01,21,0.461,0
C0198,2026-03-01,18,0.404,1
C0198,2026-04-01,16,0.365,0
C0198,2026-05-01,21,0.461,0
C0198,2026-06-01,20,0.451,1
C0199,2026-01-01,40,0.522,1
C0199,2026-02-01,31,0.399,0
C0199,2026-03-01,40,0.52,2
C0199,2026-04-01,35,0.452,1
C0199,2026-05-01,38,0.492,1
C0199,2026-06-01,35,0.461,2
C0200,2026-01-01,35,0.669,0
C0200,2026-02-01,35,0.678,1
C0200,2026-03-01,35,0.672,0
C0200,2026-04-01,36,0.693,2
C0200,2026-05-01,43,0.827,1
C0200,2026-06-01,33,0.638,0
C0201,2026-01-01,56,0.74,0
C0201,2026-02-01,53,0.708,2
C0201,2026-03-01,60,0.79,0
C0201,2026-04-01,53,0.704,0
C0201,2026-05-01,47,0.621,1
C0201,2026-06-01,52,0.684,2
C0202,2026-01-01,45,0.557,2
C0202,2026-02-01,35,0.428,3
C0202,2026-03-01,29,0.364,0
C0202,2026-04-01,24,0.3,1
C0202,2026-05-01,17,0.218,2
C0202,2026-06-01,11,0.143,1
C0203,2026-01-01,60,0.587,2
C0203,2026-02-01,59,0.577,1
C0203,2026-03-01,67,0.651,1
C0203,2026-04-01,60,0.58,4
C0203,2026-05-01,57,0.56,0
C0203,2026-06-01,54,0.524,1
C0204,2026-01-01,30,0.6,1
C0204,2026-02-01,38,0.764,2
C0204,2026-03-01,32,0.653,2
C0204,2026-04-01,38,0.763,0
C0204,2026-05-01,34,0.693,0
C0204,2026-06-01,33,0.669,1
C0205,2026-01-01,59,1.0,1
C0205,2026-02-01,45,0.792,1
C0205,2026-03-01,54,0.942,1
C0205,2026-04-01,48,0.837,0
C0205,2026-05-01,56,0.985,0
C0205,2026-06-01,58,1.0,0
C0206,2026-01-01,20,0.887,2
C0206,2026-02-01,18,0.8,1
C0206,2026-03-01,20,0.895,3
C0206,2026-04-01,17,0.756,1
C0206,2026-05-01,20,0.884,1
C0206,2026-06-01,20,0.897,1
C0207,2026-01-01,26,0.502,2
C0207,2026-02-01,24,0.453,2
C0207,2026-03-01,19,0.362,2
C0207,2026-04-01,16,0.302,1
C0207,2026-05-01,8,0.168,3
C0207,2026-06-01,6,0.129,1
C0208,2026-01-01,51,0.695,0
C0208,2026-02-01,46,0.618,1
C0208,2026-03-01,58,0.782,0
C0208,2026-04-01,56,0.76,0
C0208,2026-05-01,50,0.68,0
C0208,2026-06-01,48,0.643,2
C0209,2026-01-01,39,0.363,3
C0209,2026-02-01,40,0.367,0
C0209,2026-03-01,27,0.251,0
C0209,2026-04-01,25,0.229,2
C0209,2026-05-01,17,0.159,1
C0209,2026-06-01,11,0.108,2
C0210,2026-01-01,20,0.515,4
C0210,2026-02-01,21,0.529,3
C0210,2026-03-01,17,0.443,1
C0210,2026-04-01,10,0.272,3
C0210,2026-05-01,8,0.204,3
C0210,2026-06-01,6,0.151,3
C0211,2026-01-01,26,0.869,0
C0211,2026-02-01,26,0.872,1
C0211,2026-03-01,27,0.896,1
C0211,2026-04-01,23,0.757,0
C0211,2026-05-01,27,0.892,0
C0211,2026-06-01,23,0.763,1
C0212,2026-01-01,19,0.538,2
C0212,2026-02-01,23,0.649,0
C0212,2026-03-01,22,0.608,0
C0212,2026-04-01,20,0.558,0
C0212,2026-05-01,21,0.592,0
C0212,2026-06-01,20,0.566,0
C0213,2026-01-01,39,0.556,1
C0213,2026-02-01,31,0.438,0
C0213,2026-03-01,27,0.385,2
C0213,2026-04-01,20,0.291,4
C0213,2026-05-01,12,0.179,2
C0213,2026-06-01,8,0.125,5
C0214,2026-01-01,27,0.631,3
C0214,2026-02-01,20,0.47,0
C0214,2026-03-01,16,0.373,5
C0214,2026-04-01,12,0.276,3
C0214,2026-05-01,11,0.25,3
C0214,2026-06-01,6,0.151,4
C0215,2026-01-01,52,0.429,2
C0215,2026-02-01,57,0.469,0
C0215,2026-03-01,58,0.475,1
C0215,2026-04-01,46,0.381,2
C0215,2026-05-01,52,0.424,0
C0215,2026-06-01,57,0.471,1
C0216,2026-01-01,20,0.494,1
C0216,2026-02-01,22,0.54,0
C0216,2026-03-01,22,0.535,3
C0216,2026-04-01,24,0.589,1
C0216,2026-05-01,27,0.644,1
C0216,2026-06-01,26,0.62,1
C0217,2026-01-01,63,0.803,0
C0217,2026-02-01,56,0.708,1
C0217,2026-03-01,52,0.669,1
C0217,2026-04-01,52,0.665,2
C0217,2026-05-01,49,0.626,0
C0217,2026-06-01,52,0.667,0
C0218,2026-01-01,18,0.657,2
C0218,2026-02-01,20,0.746,1
C0218,2026-03-01,20,0.742,1
C0218,2026-04-01,18,0.684,0
C0218,2026-05-01,20,0.741,1
C0218,2026-06-01,23,0.847,0
C0219,2026-01-01,32,0.593,1
C0219,2026-02-01,31,0.569,3
C0219,2026-03-01,28,0.523,3
C0219,2026-04-01,21,0.387,4
C0219,2026-05-01,15,0.284,1
C0219,2026-06-01,8,0.151,3
C0220,2026-01-01,16,0.688,1
C0220,2026-02-01,16,0.684,1
C0220,2026-03-01,17,0.742,3
C0220,2026-04-01,16,0.705,1
C0220,2026-05-01,18,0.762,0
C0220,2026-06-01,21,0.893,0
C0221,2026-01-01,25,0.777,0
C0221,2026-02-01,27,0.857,1
C0221,2026-03-01,21,0.672,1
C0221,2026-04-01,25,0.788,1
C0221,2026-05-01,25,0.792,1
C0221,2026-06-01,24,0.762,0
C0222,2026-01-01,16,0.644,1
C0222,2026-02-01,14,0.54,3
C0222,2026-03-01,10,0.422,3
C0222,2026-04-01,7,0.293,0
C0222,2026-05-01,6,0.234,2
C0222,2026-06-01,4,0.176,0
C0223,2026-01-01,43,0.798,5
C0223,2026-02-01,37,0.68,3
C0223,2026-03-01,26,0.487,1
C0223,2026-04-01,21,0.385,1
C0223,2026-05-01,15,0.276,2
C0223,2026-06-01,8,0.162,5
C0224,2026-01-01,50,0.673,0
C0224,2026-02-01,44,0.585,0
C0224,2026-03-01,43,0.574,2
C0224,2026-04-01,44,0.591,0
C0224,2026-05-01,55,0.74,1
C0224,2026-06-01,52,0.7,1
C0225,2026-01-01,38,0.429,6
C0225,2026-02-01,34,0.383,0
C0225,2026-03-01,29,0.328,2
C0225,2026-04-01,21,0.24,2
C0225,2026-05-01,19,0.221,2
C0225,2026-06-01,10,0.118,2
C0226,2026-01-01,44,0.711,0
C0226,2026-02-01,31,0.502,1
C0226,2026-03-01,29,0.464,2
C0226,2026-04-01,21,0.338,1
C0226,2026-05-01,15,0.244,3
C0226,2026-06-01,9,0.153,5
C0227,2026-01-01,24,0.579,1
C0227,2026-02-01,25,0.616,0
C0227,2026-03-01,23,0.572,1
C0227,2026-04-01,24,0.58,0
C0227,2026-05-01,22,0.541,1
C0227,2026-06-01,27,0.67,0
C0228,2026-01-01,59,0.471,0
C0228,2026-02-01,62,0.49,2
C0228,2026-03-01,55,0.437,1
C0228,2026-04-01,61,0.483,1
C0228,2026-05-01,52,0.412,0
C0228,2026-06-01,49,0.389,1
C0229,2026-01-01,38,0.789,0
C0229,2026-02-01,39,0.818,2
C0229,2026-03-01,43,0.898,0
C0229,2026-04-01,38,0.803,0
C0229,2026-05-01,43,0.902,1
C0229,2026-06-01,38,0.803,2
C0230,2026-01-01,22,0.661,0
C0230,2026-02-01,17,0.514,0
C0230,2026-03-01,20,0.61,0
C0230,2026-04-01,20,0.6,1
C0230,2026-05-01,20,0.61,0
C0230,2026-06-01,22,0.684,1
C0231,2026-01-01,25,0.496,1
C0231,2026-02-01,21,0.415,4
C0231,2026-03-01,27,0.527,1
C0231,2026-04-01,27,0.525,1
C0231,2026-05-01,26,0.503,0
C0231,2026-06-01,21,0.409,0
C0232,2026-01-01,44,0.463,0
C0232,2026-02-01,38,0.4,0
C0232,2026-03-01,46,0.482,1
C0232,2026-04-01,37,0.393,0
C0232,2026-05-01,43,0.452,1
C0232,2026-06-01,39,0.415,2
C0233,2026-01-01,19,0.451,2
C0233,2026-02-01,16,0.383,3
C0233,2026-03-01,14,0.344,1
C0233,2026-04-01,10,0.245,2
C0233,2026-05-01,8,0.2,4
C0233,2026-06-01,4,0.095,4
C0234,2026-01-01,59,0.716,4
C0234,2026-02-01,48,0.59,1
C0234,2026-03-01,40,0.485,4
C0234,2026-04-01,29,0.35,3
C0234,2026-05-01,24,0.292,2
C0234,2026-06-01,15,0.192,1
C0235,2026-01-01,21,0.879,3
C0235,2026-02-01,15,0.645,3
C0235,2026-03-01,13,0.565,1
C0235,2026-04-01,11,0.479,5
C0235,2026-05-01,8,0.329,6
C0235,2026-06-01,5,0.21,3
C0236,2026-01-01,39,0.743,0
C0236,2026-02-01,38,0.722,0
C0236,2026-03-01,35,0.656,2
C0236,2026-04-01,37,0.706,0
C0236,2026-05-01,40,0.753,1
C0236,2026-06-01,41,0.767,0
C0237,2026-01-01,44,0.468,0
C0237,2026-02-01,37,0.398,0
C0237,2026-03-01,36,0.386,0
C0237,2026-04-01,42,0.45,0
C0237,2026-05-01,45,0.472,0
C0237,2026-06-01,44,0.469,0
C0238,2026-01-01,17,0.619,1
C0238,2026-02-01,15,0.537,0
C0238,2026-03-01,17,0.627,1
C0238,2026-04-01,17,0.63,1
C0238,2026-05-01,16,0.6,0
C0238,2026-06-01,18,0.65,1
C0239,2026-01-01,33,0.534,3
C0239,2026-02-01,28,0.459,0
C0239,2026-03-01,31,0.513,0
C0239,2026-04-01,26,0.435,0
C0239,2026-05-01,28,0.456,1
C0239,2026-06-01,30,0.488,0
C0240,2026-01-01,30,0.698,2
C0240,2026-02-01,26,0.604,0
C0240,2026-03-01,26,0.618,0
C0240,2026-04-01,27,0.624,0
C0240,2026-05-01,25,0.597,0
C0240,2026-06-01,23,0.538,1
C0241,2026-01-01,26,0.46,4
C0241,2026-02-01,20,0.357,2
C0241,2026-03-01,18,0.328,0
C0241,2026-04-01,13,0.24,4
C0241,2026-05-01,10,0.177,0
C0241,2026-06-01,5,0.098,1
C0242,2026-01-01,24,0.757,0
C0242,2026-02-01,26,0.808,2
C0242,2026-03-01,30,0.921,0
C0242,2026-04-01,28,0.869,0
C0242,2026-05-01,25,0.763,0
C0242,2026-06-01,29,0.898,0
C0243,2026-01-01,52,0.674,3
C0243,2026-02-01,42,0.536,2
C0243,2026-03-01,30,0.386,2
C0243,2026-04-01,25,0.328,4
C0243,2026-05-01,18,0.236,3
C0243,2026-06-01,13,0.17,3
C0244,2026-01-01,42,0.662,2
C0244,2026-02-01,40,0.623,1
C0244,2026-03-01,50,0.776,1
C0244,2026-04-01,48,0.745,0
C0244,2026-05-01,47,0.733,1
C0244,2026-06-01,42,0.649,2
C0245,2026-01-01,43,0.47,2
C0245,2026-02-01,35,0.391,5
C0245,2026-03-01,24,0.272,3
C0245,2026-04-01,19,0.214,3
C0245,2026-05-01,14,0.156,3
